Member_number,Date,itemDescription,Cost,Date_Format
4084,3-Nov-15,semi-finished bread,3,42311
4197,3-Nov-15,pastry,6,42311
4463,3-Nov-15,canned beer,4.5,42311
3827,3-Nov-15,soft cheese,9,42311
1323,3-Nov-15,whole milk,3,42311
2723,3-Nov-15,yogurt,2.65,42311
3872,3-Nov-15,whole milk,3,42311
4102,3-Nov-15,newspapers,3,42311
1796,3-Nov-15,yogurt,2.65,42311
3760,3-Nov-15,soda,7,42311
1136,3-Nov-15,whole milk,3,42311
4829,3-Nov-15,yogurt,2.65,42311
4380,3-Nov-15,bottled beer,31,42311
4102,3-Nov-15,rum,39,42311
2723,3-Nov-15,yogurt,2.65,42311
3872,3-Nov-15,yogurt,2.65,42311
4463,3-Nov-15,whole milk,3,42311
3827,3-Nov-15,curd,4,42311
4197,3-Nov-15,rolls/buns,2,42311
4380,3-Nov-15,rice,1.59,42311
4102,3-Nov-15,meat spreads,15,42311
4519,3-Nov-15,brown bread,1.8,42311
4829,3-Nov-15,yogurt,2.65,42311
4102,3-Nov-15,whipped/sour cream,8,42311
2865,4-Nov-15,pot plants,3,42312
2289,4-Nov-15,bottled water,3,42312
3167,4-Nov-15,soda,7,42312
2918,4-Nov-15,grapes,8,42312
4564,4-Nov-15,ice cream,16,42312
2262,4-Nov-15,soups,8,42312
4017,4-Nov-15,bottled beer,31,42312
4577,4-Nov-15,domestic eggs,5,42312
4793,4-Nov-15,sausage,2.49,42312
2946,4-Nov-15,chicken,7,42312
2691,4-Nov-15,bags,4,42312
4946,4-Nov-15,soft cheese,9,42312
3090,4-Nov-15,turkey,14,42312
1509,4-Nov-15,chicken,7,42312
1604,4-Nov-15,pip fruit,4,42312
4685,4-Nov-15,yogurt,2.65,42312
2690,4-Nov-15,cream cheese ,19,42312
3014,4-Nov-15,ham,11,42312
4513,4-Nov-15,frozen fruits,14,42312
1509,4-Nov-15,yogurt,2.65,42312
3196,4-Nov-15,pip fruit,4,42312
4025,4-Nov-15,pip fruit,4,42312
3589,4-Nov-15,whole milk,3,42312
3857,4-Nov-15,other vegetables,6,42312
3958,4-Nov-15,soda,7,42312
1195,4-Nov-15,finished products,31,42312
4946,4-Nov-15,yogurt,2.65,42312
3090,4-Nov-15,root vegetables,8,42312
4025,4-Nov-15,yogurt,2.65,42312
3014,4-Nov-15,root vegetables,8,42312
3857,4-Nov-15,whole milk,3,42312
1509,4-Nov-15,UHT-milk,9,42312
2865,4-Nov-15,soda,7,42312
2289,4-Nov-15,tropical fruit,5,42312
3167,4-Nov-15,hygiene articles,5,42312
2918,4-Nov-15,bottled water,3,42312
4564,4-Nov-15,curd,4,42312
2262,4-Nov-15,bottled water,3,42312
4017,4-Nov-15,butter,2.5,42312
4577,4-Nov-15,root vegetables,8,42312
4793,4-Nov-15,soda,7,42312
2946,4-Nov-15,hygiene articles,5,42312
2691,4-Nov-15,other vegetables,6,42312
4946,4-Nov-15,hard cheese,15,42312
3090,4-Nov-15,other vegetables,6,42312
1509,4-Nov-15,root vegetables,8,42312
1604,4-Nov-15,rum,39,42312
4685,4-Nov-15,root vegetables,8,42312
2690,4-Nov-15,sugar,16,42312
3014,4-Nov-15,margarine,6,42312
4513,4-Nov-15,dishes,7,42312
1509,4-Nov-15,yogurt,2.65,42312
3196,4-Nov-15,tropical fruit,5,42312
4025,4-Nov-15,citrus fruit,4,42312
3589,4-Nov-15,yogurt,2.65,42312
3857,4-Nov-15,light bulbs,7,42312
3958,4-Nov-15,rolls/buns,2,42312
1195,4-Nov-15,liquor,19,42312
4946,4-Nov-15,coffee,16,42312
3090,4-Nov-15,berries,7.5,42312
4025,4-Nov-15,dental care,5,42312
3014,4-Nov-15,whipped/sour cream,8,42312
3857,4-Nov-15,canned beer,4.5,42312
1509,4-Nov-15,hard cheese,15,42312
4946,4-Nov-15,roll products ,9,42312
3090,4-Nov-15,salty snack,6,42312
4025,4-Nov-15,soda,7,42312
2918,4-Nov-15,napkins,6,42312
1509,4-Nov-15,semi-finished bread,3,42312
1509,4-Nov-15,frozen potato products,3,42312
3196,4-Nov-15,shopping bags,1.8,42312
4025,4-Nov-15,shopping bags,1.8,42312
4230,5-Nov-15,pastry,6,42313
2416,5-Nov-15,ice cream,16,42313
3574,5-Nov-15,canned beer,4.5,42313
4302,5-Nov-15,other vegetables,6,42313
1883,5-Nov-15,meat,21,42313
3408,5-Nov-15,bottled beer,31,42313
4672,5-Nov-15,frankfurter,3,42313
3061,5-Nov-15,soda,7,42313
3504,5-Nov-15,frankfurter,3,42313
3255,5-Nov-15,tropical fruit,5,42313
4864,5-Nov-15,whole milk,3,42313
4302,5-Nov-15,frankfurter,3,42313
3408,5-Nov-15,bottled water,3,42313
4230,5-Nov-15,grapes,8,42313
2416,5-Nov-15,long life bakery product,7,42313
3574,5-Nov-15,yogurt,2.65,42313
4302,5-Nov-15,rolls/buns,2,42313
1883,5-Nov-15,whole milk,3,42313
3408,5-Nov-15,rolls/buns,2,42313
4672,5-Nov-15,UHT-milk,9,42313
3061,5-Nov-15,domestic eggs,5,42313
3504,5-Nov-15,other vegetables,6,42313
3255,5-Nov-15,frozen dessert,8,42313
4864,5-Nov-15,baking powder,4,42313
4302,5-Nov-15,coffee,16,42313
3408,5-Nov-15,root vegetables,8,42313
3255,5-Nov-15,newspapers,3,42313
4302,5-Nov-15,ice cream,16,42313
4672,5-Nov-15,fruit/vegetable juice,11,42313
2775,6-Nov-15,pork,9,42314
4166,6-Nov-15,citrus fruit,4,42314
3268,6-Nov-15,canned beer,4.5,42314
2092,6-Nov-15,newspapers,3,42314
4134,6-Nov-15,meat,21,42314
4358,6-Nov-15,beef,8,42314
4144,6-Nov-15,root vegetables,8,42314
2513,6-Nov-15,ice cream,16,42314
4877,6-Nov-15,whole milk,3,42314
2010,6-Nov-15,soda,7,42314
1296,6-Nov-15,pip fruit,4,42314
4038,6-Nov-15,root vegetables,8,42314
3894,6-Nov-15,finished products,31,42314
4130,6-Nov-15,rolls/buns,2,42314
4038,6-Nov-15,tropical fruit,5,42314
4326,6-Nov-15,packaged fruit/vegetables,6,42314
3744,6-Nov-15,canned beer,4.5,42314
3929,6-Nov-15,pork,9,42314
2114,6-Nov-15,whole milk,3,42314
1515,6-Nov-15,bottled beer,31,42314
4486,6-Nov-15,berries,7.5,42314
1612,6-Nov-15,bottled water,3,42314
2775,6-Nov-15,sausage,2.49,42314
4166,6-Nov-15,canned beer,4.5,42314
4877,6-Nov-15,ham,11,42314
2010,6-Nov-15,whole milk,3,42314
2513,6-Nov-15,rolls/buns,2,42314
4130,6-Nov-15,tropical fruit,5,42314
1296,6-Nov-15,root vegetables,8,42314
4038,6-Nov-15,bottled water,3,42314
2775,6-Nov-15,whole milk,3,42314
4166,6-Nov-15,rolls/buns,2,42314
3268,6-Nov-15,long life bakery product,7,42314
2092,6-Nov-15,root vegetables,8,42314
4134,6-Nov-15,whole milk,3,42314
4358,6-Nov-15,pasta,11,42314
4144,6-Nov-15,waffles,7,42314
2513,6-Nov-15,bottled beer,31,42314
4877,6-Nov-15,other vegetables,6,42314
2010,6-Nov-15,soda,7,42314
1296,6-Nov-15,root vegetables,8,42314
4038,6-Nov-15,white bread,1.4,42314
3894,6-Nov-15,other vegetables,6,42314
4130,6-Nov-15,root vegetables,8,42314
4038,6-Nov-15,processed cheese,13,42314
4326,6-Nov-15,liquor,19,42314
3744,6-Nov-15,misc. beverages,21,42314
3929,6-Nov-15,spread cheese,9,42314
2114,6-Nov-15,whole milk,3,42314
1515,6-Nov-15,candy,11,42314
4486,6-Nov-15,rolls/buns,2,42314
1612,6-Nov-15,frozen vegetables,11,42314
2775,6-Nov-15,frozen vegetables,11,42314
4166,6-Nov-15,whole milk,3,42314
4877,6-Nov-15,rum,39,42314
2010,6-Nov-15,specialty bar,4,42314
2513,6-Nov-15,canned beer,4.5,42314
4130,6-Nov-15,condensed milk,2.5,42314
1296,6-Nov-15,beverages,36,42314
4038,6-Nov-15,yogurt,2.65,42314
3268,6-Nov-15,rolls/buns,2,42314
2092,6-Nov-15,margarine,6,42314
4877,6-Nov-15,canned beer,4.5,42314
2010,6-Nov-15,bottled water,3,42314
4038,6-Nov-15,beverages,36,42314
4326,6-Nov-15,shopping bags,1.8,42314
3744,6-Nov-15,liqueur,19,42314
4555,7-Nov-15,citrus fruit,4,42315
2818,7-Nov-15,tropical fruit,5,42315
2762,7-Nov-15,decalcifier,8,42315
1533,7-Nov-15,citrus fruit,4,42315
2536,7-Nov-15,whole milk,3,42315
4609,7-Nov-15,whole milk,3,42315
1278,7-Nov-15,meat,21,42315
2940,7-Nov-15,yogurt,2.65,42315
3663,7-Nov-15,tropical fruit,5,42315
2117,7-Nov-15,frankfurter,3,42315
1021,7-Nov-15,rolls/buns,2,42315
1315,7-Nov-15,ham,11,42315
2676,7-Nov-15,margarine,6,42315
1431,7-Nov-15,citrus fruit,4,42315
2083,7-Nov-15,tropical fruit,5,42315
3393,7-Nov-15,white bread,1.4,42315
3325,7-Nov-15,ham,11,42315
3220,7-Nov-15,rolls/buns,2,42315
4196,7-Nov-15,brown bread,1.8,42315
4129,7-Nov-15,citrus fruit,4,42315
4555,7-Nov-15,whole milk,3,42315
2083,7-Nov-15,grapes,8,42315
3393,7-Nov-15,pastry,6,42315
3325,7-Nov-15,root vegetables,8,42315
4555,7-Nov-15,yogurt,2.65,42315
2818,7-Nov-15,root vegetables,8,42315
2762,7-Nov-15,whole milk,3,42315
1533,7-Nov-15,other vegetables,6,42315
2536,7-Nov-15,pastry,6,42315
4609,7-Nov-15,herbs,8,42315
1278,7-Nov-15,root vegetables,8,42315
2940,7-Nov-15,whole milk,3,42315
3663,7-Nov-15,frozen fish,16,42315
2117,7-Nov-15,pastry,6,42315
1021,7-Nov-15,baking powder,4,42315
1315,7-Nov-15,chocolate,6,42315
2676,7-Nov-15,bottled water,3,42315
1431,7-Nov-15,bottled water,3,42315
2083,7-Nov-15,ice cream,16,42315
3393,7-Nov-15,whole milk,3,42315
3325,7-Nov-15,newspapers,3,42315
3220,7-Nov-15,rolls/buns,2,42315
4196,7-Nov-15,whipped/sour cream,8,42315
4129,7-Nov-15,margarine,6,42315
4555,7-Nov-15,canned beer,4.5,42315
2083,7-Nov-15,sweet spreads,15,42315
3393,7-Nov-15,newspapers,3,42315
3325,7-Nov-15,other vegetables,6,42315
1431,7-Nov-15,specialty bar,4,42315
2117,7-Nov-15,salt,3,42315
3486,8-Nov-15,canned beer,4.5,42316
3161,8-Nov-15,fruit/vegetable juice,11,42316
2926,8-Nov-15,soda,7,42316
3035,8-Nov-15,sausage,2.49,42316
2855,8-Nov-15,sausage,2.49,42316
2063,8-Nov-15,frankfurter,3,42316
3352,8-Nov-15,soda,7,42316
4702,8-Nov-15,pot plants,3,42316
2648,8-Nov-15,beef,8,42316
2643,8-Nov-15,hygiene articles,5,42316
4319,8-Nov-15,sausage,2.49,42316
1866,8-Nov-15,pet care,21,42316
2055,8-Nov-15,other vegetables,6,42316
4588,8-Nov-15,butter,2.5,42316
1661,8-Nov-15,pip fruit,4,42316
1410,8-Nov-15,UHT-milk,9,42316
4753,8-Nov-15,other vegetables,6,42316
1289,8-Nov-15,other vegetables,6,42316
3766,8-Nov-15,pork,9,42316
2534,8-Nov-15,pork,9,42316
4512,8-Nov-15,other vegetables,6,42316
4398,8-Nov-15,oil,6,42316
4702,8-Nov-15,grapes,8,42316
2648,8-Nov-15,pork,9,42316
4753,8-Nov-15,finished products,31,42316
4588,8-Nov-15,coffee,16,42316
1289,8-Nov-15,salty snack,6,42316
3486,8-Nov-15,citrus fruit,4,42316
3161,8-Nov-15,other vegetables,6,42316
2926,8-Nov-15,whole milk,3,42316
3035,8-Nov-15,pastry,6,42316
2855,8-Nov-15,soda,7,42316
2063,8-Nov-15,sliced cheese,5,42316
3352,8-Nov-15,misc. beverages,21,42316
4702,8-Nov-15,brown bread,1.8,42316
2648,8-Nov-15,margarine,6,42316
2643,8-Nov-15,dessert,11,42316
4319,8-Nov-15,fruit/vegetable juice,11,42316
1866,8-Nov-15,pip fruit,4,42316
2055,8-Nov-15,sugar,16,42316
4588,8-Nov-15,pastry,6,42316
1661,8-Nov-15,white wine,36,42316
1410,8-Nov-15,soda,7,42316
4753,8-Nov-15,beef,8,42316
1289,8-Nov-15,brown bread,1.8,42316
3766,8-Nov-15,shopping bags,1.8,42316
2534,8-Nov-15,specialty cheese,6,42316
4512,8-Nov-15,newspapers,3,42316
4398,8-Nov-15,soda,7,42316
4702,8-Nov-15,other vegetables,6,42316
2648,8-Nov-15,fruit/vegetable juice,11,42316
4753,8-Nov-15,whole milk,3,42316
4588,8-Nov-15,bottled beer,31,42316
1289,8-Nov-15,canned beer,4.5,42316
1866,8-Nov-15,candy,11,42316
4319,8-Nov-15,bottled water,3,42316
4702,8-Nov-15,kitchen towels,5,42316
2648,8-Nov-15,margarine,6,42316
4753,8-Nov-15,chocolate,6,42316
2926,8-Nov-15,oil,6,42316
3035,8-Nov-15,whole milk,3,42316
1661,8-Nov-15,shopping bags,1.8,42316
1410,8-Nov-15,salty snack,6,42316
4753,8-Nov-15,sugar,16,42316
2063,8-Nov-15,sugar,16,42316
1199,9-Nov-15,beverages,36,42317
3523,9-Nov-15,root vegetables,8,42317
4550,9-Nov-15,root vegetables,8,42317
4398,9-Nov-15,other vegetables,6,42317
4486,9-Nov-15,citrus fruit,4,42317
1887,9-Nov-15,soda,7,42317
1465,9-Nov-15,canned beer,4.5,42317
1056,9-Nov-15,whipped/sour cream,8,42317
4441,9-Nov-15,citrus fruit,4,42317
2738,9-Nov-15,frankfurter,3,42317
1088,9-Nov-15,whole milk,3,42317
2992,9-Nov-15,pip fruit,4,42317
3520,9-Nov-15,detergent,11,42317
1654,9-Nov-15,frozen dessert,8,42317
1855,9-Nov-15,ham,11,42317
4773,9-Nov-15,tropical fruit,5,42317
3251,9-Nov-15,salt,3,42317
2899,9-Nov-15,sausage,2.49,42317
1515,9-Nov-15,hamburger meat,6,42317
1717,9-Nov-15,chicken,7,42317
1326,9-Nov-15,ice cream,16,42317
3653,9-Nov-15,frankfurter,3,42317
3354,9-Nov-15,yogurt,2.65,42317
1499,9-Nov-15,cat food,9,42317
3746,9-Nov-15,chicken,7,42317
4779,9-Nov-15,sausage,2.49,42317
4441,9-Nov-15,bottled beer,31,42317
2738,9-Nov-15,beef,8,42317
4486,9-Nov-15,ham,11,42317
4486,9-Nov-15,canned beer,4.5,42317
1887,9-Nov-15,sausage,2.49,42317
3251,9-Nov-15,yogurt,2.65,42317
4486,9-Nov-15,frozen vegetables,11,42317
3520,9-Nov-15,newspapers,3,42317
1654,9-Nov-15,beef,8,42317
1855,9-Nov-15,hamburger meat,6,42317
1717,9-Nov-15,rolls/buns,2,42317
1326,9-Nov-15,beef,8,42317
1199,9-Nov-15,sausage,2.49,42317
3523,9-Nov-15,other vegetables,6,42317
4550,9-Nov-15,newspapers,3,42317
4398,9-Nov-15,salt,3,42317
4486,9-Nov-15,tropical fruit,5,42317
1887,9-Nov-15,yogurt,2.65,42317
1465,9-Nov-15,curd,4,42317
1056,9-Nov-15,meat spreads,15,42317
4441,9-Nov-15,rolls/buns,2,42317
2738,9-Nov-15,red/blush wine,11,42317
1088,9-Nov-15,hard cheese,15,42317
2992,9-Nov-15,pet care,21,42317
3520,9-Nov-15,other vegetables,6,42317
1654,9-Nov-15,citrus fruit,4,42317
1855,9-Nov-15,whole milk,3,42317
4773,9-Nov-15,whipped/sour cream,8,42317
3251,9-Nov-15,rolls/buns,2,42317
2899,9-Nov-15,fruit/vegetable juice,11,42317
1515,9-Nov-15,soda,7,42317
1717,9-Nov-15,other vegetables,6,42317
1326,9-Nov-15,yogurt,2.65,42317
3653,9-Nov-15,red/blush wine,11,42317
3354,9-Nov-15,hygiene articles,5,42317
1499,9-Nov-15,soda,7,42317
3746,9-Nov-15,tropical fruit,5,42317
4779,9-Nov-15,chewing gum,3,42317
4441,9-Nov-15,hygiene articles,5,42317
2738,9-Nov-15,whole milk,3,42317
4486,9-Nov-15,other vegetables,6,42317
4486,9-Nov-15,yogurt,2.65,42317
1887,9-Nov-15,root vegetables,8,42317
3251,9-Nov-15,whole milk,3,42317
4486,9-Nov-15,whole milk,3,42317
3520,9-Nov-15,ketchup,4,42317
1654,9-Nov-15,root vegetables,8,42317
1855,9-Nov-15,margarine,6,42317
1717,9-Nov-15,margarine,6,42317
1326,9-Nov-15,canned beer,4.5,42317
3746,9-Nov-15,whipped/sour cream,8,42317
2992,9-Nov-15,bottled water,3,42317
4441,9-Nov-15,softener,11,42317
2738,9-Nov-15,frozen dessert,8,42317
4486,9-Nov-15,onions,4,42317
2899,9-Nov-15,pot plants,3,42317
1515,9-Nov-15,hard cheese,15,42317
3942,10-Nov-15,other vegetables,6,42318
1058,10-Nov-15,root vegetables,8,42318
2838,10-Nov-15,rolls/buns,2,42318
1688,10-Nov-15,finished products,31,42318
3694,10-Nov-15,chicken,7,42318
3716,10-Nov-15,tropical fruit,5,42318
4474,10-Nov-15,pastry,6,42318
3048,10-Nov-15,sausage,2.49,42318
4334,10-Nov-15,berries,7.5,42318
2730,10-Nov-15,beef,8,42318
3779,10-Nov-15,ham,11,42318
1051,10-Nov-15,fish,14,42318
4679,10-Nov-15,chicken,7,42318
2191,10-Nov-15,specialty cheese,6,42318
3507,10-Nov-15,whole milk,3,42318
2475,10-Nov-15,beverages,36,42318
2535,10-Nov-15,frankfurter,3,42318
1608,10-Nov-15,tropical fruit,5,42318
4679,10-Nov-15,waffles,7,42318
2454,10-Nov-15,frankfurter,3,42318
2492,10-Nov-15,root vegetables,8,42318
2299,10-Nov-15,turkey,14,42318
3764,10-Nov-15,ice cream,16,42318
2730,10-Nov-15,root vegetables,8,42318
2454,10-Nov-15,sausage,2.49,42318
3507,10-Nov-15,pip fruit,4,42318
2475,10-Nov-15,domestic eggs,5,42318
2535,10-Nov-15,whole milk,3,42318
1608,10-Nov-15,frozen vegetables,11,42318
1051,10-Nov-15,tropical fruit,5,42318
4679,10-Nov-15,pip fruit,4,42318
3942,10-Nov-15,rolls/buns,2,42318
1058,10-Nov-15,other vegetables,6,42318
2838,10-Nov-15,bottled water,3,42318
1688,10-Nov-15,root vegetables,8,42318
3694,10-Nov-15,other vegetables,6,42318
3716,10-Nov-15,cake bar,11,42318
4474,10-Nov-15,brown bread,1.8,42318
3048,10-Nov-15,white bread,1.4,42318
4334,10-Nov-15,fruit/vegetable juice,11,42318
2730,10-Nov-15,frozen potato products,3,42318
3779,10-Nov-15,white bread,1.4,42318
1051,10-Nov-15,red/blush wine,11,42318
4679,10-Nov-15,tropical fruit,5,42318
2191,10-Nov-15,misc. beverages,21,42318
3507,10-Nov-15,frozen vegetables,11,42318
2475,10-Nov-15,soda,7,42318
2535,10-Nov-15,other vegetables,6,42318
1608,10-Nov-15,whole milk,3,42318
4679,10-Nov-15,pastry,6,42318
2454,10-Nov-15,whole milk,3,42318
2492,10-Nov-15,whole milk,3,42318
2299,10-Nov-15,newspapers,3,42318
3764,10-Nov-15,dog food,26,42318
2730,10-Nov-15,butter,2.5,42318
2454,10-Nov-15,domestic eggs,5,42318
3507,10-Nov-15,soda,7,42318
2475,10-Nov-15,butter milk,2.65,42318
2535,10-Nov-15,root vegetables,8,42318
1608,10-Nov-15,snack products,12,42318
1051,10-Nov-15,cream cheese ,19,42318
4679,10-Nov-15,bottled water,3,42318
2838,10-Nov-15,vinegar,7,42318
3779,10-Nov-15,long life bakery product,7,42318
2730,10-Nov-15,newspapers,3,42318
4679,10-Nov-15,shopping bags,1.8,42318
4679,10-Nov-15,bottled water,3,42318
2454,10-Nov-15,fruit/vegetable juice,11,42318
3014,11-Nov-15,curd cheese,8,42319
2598,11-Nov-15,pastry,6,42319
1606,11-Nov-15,frankfurter,3,42319
2555,11-Nov-15,bottled beer,31,42319
4180,11-Nov-15,root vegetables,8,42319
2818,11-Nov-15,bottled water,3,42319
2368,11-Nov-15,whole milk,3,42319
1819,11-Nov-15,pastry,6,42319
2646,11-Nov-15,rolls/buns,2,42319
3534,11-Nov-15,sausage,2.49,42319
3380,11-Nov-15,coffee,16,42319
2267,11-Nov-15,semi-finished bread,3,42319
1663,11-Nov-15,tropical fruit,5,42319
2422,11-Nov-15,citrus fruit,4,42319
1823,11-Nov-15,frankfurter,3,42319
1950,11-Nov-15,other vegetables,6,42319
1604,11-Nov-15,tropical fruit,5,42319
1921,11-Nov-15,turkey,14,42319
4158,11-Nov-15,root vegetables,8,42319
2548,11-Nov-15,whole milk,3,42319
3014,11-Nov-15,sausage,2.49,42319
2368,11-Nov-15,other vegetables,6,42319
1819,11-Nov-15,chicken,7,42319
2368,11-Nov-15,red/blush wine,11,42319
1819,11-Nov-15,packaged fruit/vegetables,6,42319
2368,11-Nov-15,coffee,16,42319
1819,11-Nov-15,tropical fruit,5,42319
3380,11-Nov-15,turkey,14,42319
3014,11-Nov-15,bottled water,3,42319
2598,11-Nov-15,brandy,31,42319
1606,11-Nov-15,other vegetables,6,42319
2555,11-Nov-15,processed cheese,13,42319
4180,11-Nov-15,whole milk,3,42319
2818,11-Nov-15,photo/film,31,42319
2368,11-Nov-15,other vegetables,6,42319
1819,11-Nov-15,packaged fruit/vegetables,6,42319
2646,11-Nov-15,root vegetables,8,42319
3534,11-Nov-15,pastry,6,42319
3380,11-Nov-15,margarine,6,42319
2267,11-Nov-15,brown bread,1.8,42319
1663,11-Nov-15,tropical fruit,5,42319
2422,11-Nov-15,misc. beverages,21,42319
1823,11-Nov-15,pastry,6,42319
1950,11-Nov-15,whole milk,3,42319
1604,11-Nov-15,fruit/vegetable juice,11,42319
1921,11-Nov-15,whipped/sour cream,8,42319
4158,11-Nov-15,domestic eggs,5,42319
2548,11-Nov-15,pork,9,42319
3014,11-Nov-15,napkins,6,42319
2368,11-Nov-15,bottled water,3,42319
1819,11-Nov-15,pasta,11,42319
2368,11-Nov-15,bottled water,3,42319
1819,11-Nov-15,photo/film,31,42319
2368,11-Nov-15,sugar,16,42319
1819,11-Nov-15,sugar,16,42319
3380,11-Nov-15,hard cheese,15,42319
2598,11-Nov-15,soda,7,42319
2646,11-Nov-15,specialty chocolate,21,42319
2422,11-Nov-15,misc. beverages,21,42319
1823,11-Nov-15,hygiene articles,5,42319
2867,12-Nov-15,whole milk,3,42320
3323,12-Nov-15,shopping bags,1.8,42320
1170,12-Nov-15,whole milk,3,42320
1430,12-Nov-15,rolls/buns,2,42320
2147,12-Nov-15,brown bread,1.8,42320
1513,12-Nov-15,sausage,2.49,42320
1123,12-Nov-15,pork,9,42320
4127,12-Nov-15,bottled beer,31,42320
3968,12-Nov-15,dessert,11,42320
2639,12-Nov-15,pip fruit,4,42320
4686,12-Nov-15,chocolate,6,42320
1098,12-Nov-15,grapes,8,42320
1226,12-Nov-15,beef,8,42320
3370,12-Nov-15,root vegetables,8,42320
4063,12-Nov-15,sausage,2.49,42320
1226,12-Nov-15,citrus fruit,4,42320
3728,12-Nov-15,canned beer,4.5,42320
1193,12-Nov-15,citrus fruit,4,42320
4141,12-Nov-15,frankfurter,3,42320
2867,12-Nov-15,bottled water,3,42320
1170,12-Nov-15,turkey,14,42320
1170,12-Nov-15,pork,9,42320
4063,12-Nov-15,sausage,2.49,42320
1170,12-Nov-15,dog food,26,42320
1226,12-Nov-15,specialty bar,4,42320
2867,12-Nov-15,chicken,7,42320
3323,12-Nov-15,sausage,2.49,42320
1170,12-Nov-15,rolls/buns,2,42320
1430,12-Nov-15,yogurt,2.65,42320
2147,12-Nov-15,waffles,7,42320
1513,12-Nov-15,bottled beer,31,42320
1123,12-Nov-15,soda,7,42320
4127,12-Nov-15,herbs,8,42320
3968,12-Nov-15,newspapers,3,42320
2639,12-Nov-15,citrus fruit,4,42320
4686,12-Nov-15,citrus fruit,4,42320
1098,12-Nov-15,other vegetables,6,42320
1226,12-Nov-15,white bread,1.4,42320
3370,12-Nov-15,sugar,16,42320
4063,12-Nov-15,pastry,6,42320
1226,12-Nov-15,soda,7,42320
3728,12-Nov-15,frozen potato products,3,42320
1193,12-Nov-15,root vegetables,8,42320
4141,12-Nov-15,pot plants,3,42320
2867,12-Nov-15,citrus fruit,4,42320
1170,12-Nov-15,soda,7,42320
1170,12-Nov-15,bottled water,3,42320
4063,12-Nov-15,bottled water,3,42320
1170,12-Nov-15,bottled water,3,42320
1226,12-Nov-15,vinegar,7,42320
4141,12-Nov-15,brown bread,1.8,42320
1123,12-Nov-15,canned vegetables,8,42320
4127,12-Nov-15,curd,4,42320
3968,12-Nov-15,white bread,1.4,42320
2639,12-Nov-15,curd,4,42320
4686,12-Nov-15,yogurt,2.65,42320
1226,12-Nov-15,long life bakery product,7,42320
2867,12-Nov-15,canned vegetables,8,42320
1226,12-Nov-15,domestic eggs,5,42320
4382,13-Nov-15,beef,8,42321
1065,13-Nov-15,frankfurter,3,42321
1283,13-Nov-15,UHT-milk,9,42321
1844,13-Nov-15,frankfurter,3,42321
1916,13-Nov-15,curd,4,42321
4831,13-Nov-15,whole milk,3,42321
1608,13-Nov-15,root vegetables,8,42321
2326,13-Nov-15,pork,9,42321
4968,13-Nov-15,bottled beer,31,42321
4178,13-Nov-15,tropical fruit,5,42321
4582,13-Nov-15,fruit/vegetable juice,11,42321
3812,13-Nov-15,rolls/buns,2,42321
2057,13-Nov-15,citrus fruit,4,42321
4288,13-Nov-15,canned beer,4.5,42321
4836,13-Nov-15,sausage,2.49,42321
1743,13-Nov-15,pip fruit,4,42321
4034,13-Nov-15,whole milk,3,42321
2389,13-Nov-15,packaged fruit/vegetables,6,42321
2784,13-Nov-15,tropical fruit,5,42321
4831,13-Nov-15,beef,8,42321
4836,13-Nov-15,zwieback,8,42321
1743,13-Nov-15,frozen meals,6,42321
4831,13-Nov-15,tropical fruit,5,42321
4831,13-Nov-15,tropical fruit,5,42321
3812,13-Nov-15,meat,21,42321
4382,13-Nov-15,hamburger meat,6,42321
1065,13-Nov-15,tropical fruit,5,42321
1283,13-Nov-15,frozen vegetables,11,42321
1844,13-Nov-15,salty snack,6,42321
1916,13-Nov-15,yogurt,2.65,42321
4831,13-Nov-15,whole milk,3,42321
1608,13-Nov-15,citrus fruit,4,42321
2326,13-Nov-15,whipped/sour cream,8,42321
4968,13-Nov-15,herbs,8,42321
4178,13-Nov-15,pastry,6,42321
4582,13-Nov-15,other vegetables,6,42321
3812,13-Nov-15,whole milk,3,42321
2057,13-Nov-15,soda,7,42321
4288,13-Nov-15,whipped/sour cream,8,42321
4836,13-Nov-15,sliced cheese,5,42321
1743,13-Nov-15,white bread,1.4,42321
4034,13-Nov-15,rolls/buns,2,42321
2389,13-Nov-15,rolls/buns,2,42321
2784,13-Nov-15,margarine,6,42321
